id,pedido_id,produto_id,quantidade,preco_praticado,desconto_aplicado
10265,4228,143,2,1428.9,0.03
10266,4228,47,4,1485.05,0.04
10267,4229,148,2,463.8,0.05
10268,4230,150,1,2601.99,0.02
10269,4231,48,3,3028.0,0.04
10270,4231,171,5,54.55,0.04
10271,4231,145,2,3154.2,0.04
10272,4231,164,1,2093.3,0.04
10273,4231,100,5,2701.35,0.03
10274,4232,192,3,1229.47,0.27
10275,4232,168,3,921.87,0.1
10276,4233,177,2,550.52,0.04
10277,4233,164,3,2158.71,0.01
10278,4233,12,2,2572.01,0.04
10279,4234,63,3,2893.61,0.03
10280,4234,98,5,3021.14,0.04
10281,4234,165,3,1872.57,0.02
10282,4234,1,5,1571.74,0.03
10283,4234,164,5,2158.71,0.01
10284,4235,87,1,1416.84,0.16
10285,4235,167,2,589.09,0.07
10286,4235,141,3,1505.07,0.19
10287,4235,79,2,346.69,0.06
10288,4236,54,3,3214.16,0.03
10289,4236,109,5,1951.71,0.05
10290,4236,57,3,1883.21,0.0
10291,4237,92,2,1862.03,0.09
10292,4237,113,1,426.49,0.03
10293,4238,200,2,2479.69,0.01
10294,4238,197,2,2803.32,0.04
10295,4239,183,2,325.02,0.04
10296,4239,140,5,895.29,0.04
10297,4240,145,3,3187.05,0.03
10298,4241,131,5,3453.85,0.01
10299,4241,126,3,2191.26,0.04
10300,4242,178,1,1718.37,0.04
10301,4242,37,4,2292.89,0.0
10302,4242,200,3,2454.65,0.02
10303,4242,43,2,1291.79,0.03
10304,4243,129,2,2153.13,0.07
10305,4243,144,5,595.54,0.04
10306,4244,138,2,1689.62,0.02
10307,4244,13,4,1935.59,0.02
10308,4244,169,1,362.38,0.0
10309,4245,145,3,3219.91,0.02
10310,4245,177,2,544.79,0.05
10311,4246,127,5,1970.85,0.04
10312,4247,6,2,2623.03,0.02
10313,4248,105,2,837.41,0.14
10314,4248,150,2,2469.23,0.07
10315,4249,16,4,395.0,0.03
10316,4249,13,2,1955.34,0.01
10317,4249,177,2,573.46,0.0
10318,4249,37,4,2201.17,0.04
10319,4249,20,3,2208.88,0.05
10320,4249,27,3,2291.88,0.02
10321,4250,200,2,2479.69,0.01
10322,4250,40,2,449.7,0.05
10323,4250,172,2,2648.04,0.03
10324,4250,31,2,179.64,0.0
10325,4250,115,1,3274.54,0.05
10326,4250,38,4,121.36,0.02
10327,4251,68,5,1956.79,0.04
10328,4251,32,5,358.75,0.03
10329,4252,18,3,3350.77,0.04
10330,4252,136,1,1399.17,0.03
10331,4252,60,2,482.59,0.04
10332,4253,30,2,3143.0,0.03
10333,4253,47,1,1485.05,0.04
10334,4254,37,5,2292.89,0.0
10335,4255,99,5,3014.51,0.06
10336,4256,197,2,2160.89,0.26
10337,4256,168,4,891.14,0.13
10338,4257,198,3,1507.35,0.02
10339,4258,119,4,844.73,0.27
10340,4258,166,5,975.09,0.29
10341,4259,195,4,124.51,0.03
10342,4259,169,1,344.26,0.05
10343,4259,108,3,1114.95,0.0
10344,4260,146,4,2511.88,0.05
10345,4260,196,4,1020.67,0.04
10346,4260,185,2,932.67,0.03
10347,4260,102,1,650.05,0.0
10348,4261,93,4,2799.65,0.03
10349,4262,66,4,820.57,0.22
10350,4262,191,2,1385.99,0.27
10351,4263,61,4,334.45,0.2
10352,4263,193,5,1206.7,0.26
10353,4263,94,2,2617.07,0.01
10354,4264,155,2,845.48,0.05
10355,4264,183,5,335.17,0.01
10356,4264,38,2,120.12,0.03
10357,4264,165,5,1834.36,0.04
10358,4264,86,3,2297.0,0.05
10359,4265,5,1,1315.11,0.01
10360,4266,137,5,129.58,0.11
10361,4267,103,4,1354.62,0.27
10362,4267,78,3,2497.99,
10363,4267,184,3,2425.25,0.24
10364,4267,132,4,2496.53,0.22
10365,4267,185,4,817.29,0.15
10366,4268,163,5,734.01,0.04
10367,4268,199,2,2015.68,0.0
10368,4268,65,2,2572.73,0.04
10369,4268,40,2,463.9,0.02
10370,4269,112,5,383.02,0.16
10371,4269,85,2,2857.07,0.16
10372,4269,154,5,813.74,0.19
10373,4270,184,1,2361.43,0.26
10374,4270,33,2,1923.55,0.15
10375,4271,53,3,202.94,0.04
10376,4271,11,5,1392.81,0.04
10377,4272,57,5,1826.71,0.03
10378,4273,191,4,1670.79,0.12
10379,4273,136,1,1197.23,0.17
10380,4273,34,4,1078.43,0.21
10381,4274,95,2,2892.39,0.02
10382,4275,183,5,325.02,0.04
10383,4275,128,4,1285.16,0.04
10384,4275,200,2,2429.6,0.03
10385,4276,43,3,1291.79,0.03
10386,4276,38,4,120.12,0.03
10387,4277,62,3,212.39,0.14
10388,4277,123,2,1935.83,0.03
10389,4277,191,2,1518.9,0.2
10390,4277,179,2,316.11,0.27
10391,4278,7,3,392.79,0.21
10392,4278,104,2,1867.38,0.08
10393,4278,56,1,1622.12,0.27
10394,4278,77,2,1347.12,0.14
10395,4279,44,4,1119.91,0.02
10396,4279,118,4,2936.78,0.02
10397,4279,88,1,2858.48,0.02
10398,4279,153,1,3265.87,0.03
10399,4279,139,5,734.31,0.01
10400,4279,45,4,467.58,0.05
10401,4280,99,1,3142.79,0.02
10402,4281,87,4,1248.17,0.26
10403,4282,121,5,1296.12,
10404,4282,30,2,3110.6,0.04
10405,4283,50,5,2525.04,0.15
10406,4283,28,5,2218.77,0.24
10407,4284,53,2,207.17,0.02
10408,4284,160,1,2849.4,0.04
10409,4284,82,5,3268.3,0.0
10410,4284,95,1,2921.91,0.01
10411,4284,43,2,1318.42,0.01
10412,4284,59,1,626.22,0.03
10413,4285,86,5,2321.17,0.04
10414,4286,100,3,2757.05,0.01
10415,4287,68,5,2038.32,0.0
10416,4287,158,3,1914.15,0.0
10417,4287,54,1,3280.43,0.01
10418,4287,11,5,1378.3,0.05
10419,4287,170,5,1280.85,0.05
10420,4288,55,5,2388.49,0.05
10421,4288,182,4,984.75,0.05
10422,4288,195,4,127.08,0.01
10423,4289,107,4,2802.6,0.04
10424,4289,168,4,973.08,0.05
10425,4289,20,3,2301.89,0.01
10426,4289,186,3,2122.02,0.02
10427,4289,128,5,1325.32,0.01
10428,4290,57,2,1525.4,0.19
10429,4290,55,2,1986.22,0.21
10430,4290,59,2,574.58,0.11
10431,4290,166,2,1043.75,0.24
10432,4290,185,1,942.29,0.02
10433,4290,120,5,536.51,0.27
10434,4291,164,4,2071.49,0.05
10435,4291,74,5,2816.67,0.01
10436,4291,126,5,2191.26,0.04
10437,4292,66,3,946.81,0.1
10438,4292,124,2,1934.95,
10439,4292,27,1,1847.53,0.21
10440,4292,99,3,2405.2,0.25
10441,4293,118,3,2936.78,0.02
10442,4294,95,1,2744.82,0.07
10443,4294,40,2,340.83,0.28
10444,4294,186,4,2122.02,0.02
10445,4295,182,5,1026.21,0.01
10446,4295,59,5,639.13,0.01
10447,4296,37,4,2201.17,0.04
10448,4296,195,2,119.37,0.07
10449,4296,78,1,2368.22,0.27
10450,4296,3,3,2380.75,0.02
10451,4297,2,4,3327.33,0.02
10452,4297,138,5,1258.59,0.27
10453,4297,72,3,688.64,0.19
10454,4298,46,2,369.18,0.18
10455,4299,58,2,1873.5,0.04
10456,4299,163,4,749.3,0.02
10457,4299,68,4,1977.17,0.03
10458,4300,108,3,780.47,0.3
10459,4301,85,2,2823.05,0.17
10460,4301,200,5,2229.22,0.11
10461,4301,130,2,466.75,0.28
10462,4301,19,3,695.08,0.26
10463,4301,50,4,2525.04,0.15
10464,4302,165,5,1891.68,0.01
10465,4302,72,4,816.16,0.04
10466,4302,192,4,1684.21,0.0
10467,4302,62,3,239.55,0.03
10468,4302,19,3,920.51,0.02
10469,4302,107,3,2890.19,0.01
10470,4303,165,1,1910.79,0.0
10471,4303,110,2,2159.52,0.02
10472,4304,38,3,121.36,0.02
10473,4305,120,5,734.95,0.0
10474,4305,151,2,701.11,0.03
10475,4305,197,5,2890.92,0.01
10476,4305,35,4,2805.01,0.03
10477,4306,8,4,1175.49,0.03
10478,4306,156,4,58.41,0.0
10479,4307,35,4,2833.92,0.02
10480,4307,82,5,2810.74,0.14
10481,4307,34,1,1133.03,0.17
10482,4307,153,3,2895.52,0.14
10483,4307,90,2,437.87,0.28
10484,4308,109,5,2033.89,0.01
10485,4308,10,1,1550.35,0.01
10486,4309,112,3,437.74,0.04
10487,4309,186,3,2143.68,0.01
10488,4310,131,2,3035.2,0.13
10489,4310,66,5,746.93,0.29
10490,4311,109,4,2033.89,0.01
10491,4311,154,2,984.53,0.02
10492,4312,185,3,923.06,0.04
10493,4312,23,1,1004.72,0.02
10494,4312,112,3,437.74,0.04
10495,4313,136,3,1442.44,0.0
10496,4313,185,4,913.44,0.05
10497,4313,3,1,2405.05,0.01
10498,4313,145,5,3187.05,0.03
10499,4314,137,3,142.68,0.02
10500,4314,5,5,1261.97,0.05
10501,4314,183,2,331.79,0.02
10502,4314,93,5,2857.38,0.01
10503,4314,74,5,2759.77,0.03
10504,4315,172,3,2702.64,0.01
10505,4315,16,5,386.86,0.05
10506,4315,51,2,35.55,0.02
10507,4316,27,4,2291.88,0.02
10508,4316,155,3,872.18,0.02
10509,4316,88,2,2770.98,0.05
10510,4317,186,5,1818.88,0.16
10511,4317,127,3,1745.02,0.15
10512,4318,90,1,595.99,0.02
10513,4319,81,2,1675.71,0.04
10514,4319,179,4,428.7,0.01
10515,4319,49,3,2012.69,0.04
10516,4320,70,3,894.36,0.24
10517,4320,200,5,2078.93,0.17
10518,4320,89,3,1537.34,0.19
10519,4321,191,5,1860.65,0.02
10520,4322,80,3,2356.09,0.02
10521,4322,103,2,1762.87,0.05
10522,4322,59,2,619.77,0.04
10523,4323,116,5,1233.22,0.0
10524,4323,10,1,1550.35,0.01
10525,4324,145,3,2727.06,0.17
10526,4324,184,3,3127.3,0.02
10527,4324,68,3,1732.57,0.15
10528,4325,38,4,104.03,0.16
10529,4326,125,5,316.67,0.04
10530,4326,15,5,1371.47,0.04
10531,4327,87,5,1450.58,0.14
10532,4327,152,5,1266.23,0.27
10533,4328,14,2,2309.49,0.04
10534,4329,162,1,243.54,0.01
10535,4329,128,1,1285.16,0.04
10536,4329,143,4,1443.63,0.02
10537,4330,191,1,1348.02,0.29
10538,4330,121,4,1296.12,0.03
10539,4330,83,2,2418.14,0.3
10540,4331,145,4,3285.62,0.0
10541,4331,40,4,468.64,0.01
10542,4331,4,1,3432.82,0.01
10543,4331,175,3,837.33,0.03
10544,4332,53,5,169.12,0.2
10545,4332,27,3,2291.88,0.02
10546,4332,76,5,531.42,0.19
10547,4332,9,3,2088.47,0.22
10548,4332,12,1,2491.64,0.07
10549,4333,111,1,2538.81,0.04
10550,4333,193,2,1630.68,0.0
10551,4333,26,5,2941.58,0.04
10552,4334,7,4,487.26,0.02
10553,4334,103,3,1781.42,0.04
10554,4334,132,2,3168.67,0.01
10555,4334,81,5,1693.16,0.03
10556,4335,152,4,1647.83,0.05
10557,4335,60,1,497.67,0.01
10558,4336,110,1,1961.2,0.11
10559,4336,24,5,2412.39,0.18
10560,4337,159,4,2648.15,0.22
10561,4338,69,4,773.6,0.16
10562,4338,113,5,360.54,0.18
10563,4339,19,4,901.73,0.04
10564,4339,4,1,3328.8,0.04
10565,4340,122,4,740.51,0.04
10566,4340,52,3,1175.56,0.0
10567,4341,37,1,2201.17,0.04
10568,4341,173,4,2503.93,
10569,4342,17,4,3237.8,0.02
10570,4342,112,4,433.18,0.05
10571,4342,170,4,1348.26,0.0
10572,4342,2,3,3293.37,0.03
10573,4343,167,3,500.41,0.21
10574,4343,145,1,3154.2,0.04
10575,4344,26,4,2910.94,0.05
10576,4344,82,4,3170.25,0.03
10577,4345,157,1,660.11,0.04
10578,4345,49,4,2033.65,0.03
10579,4345,161,4,2219.86,0.03
10580,4346,168,3,839.93,0.18
10581,4346,61,1,317.73,0.24
10582,4346,70,2,1165.02,0.01
10583,4346,184,4,2776.27,0.13
10584,4346,182,1,964.02,0.07
10585,4347,158,2,1875.87,0.02
10586,4347,122,4,755.93,0.02
10587,4348,151,5,599.92,0.17
10588,4348,85,5,2652.99,0.22
10589,4349,91,3,2500.89,0.05
10590,4349,178,2,1736.27,0.03
10591,4350,11,1,1421.82,0.02
10592,4350,121,2,1282.76,0.04
10593,4351,193,2,1549.15,0.05
10594,4351,120,5,712.9,0.03
10595,4352,35,2,2805.01,0.03
10596,4352,186,1,1818.88,0.16
10597,4352,37,4,2109.46,0.08
10598,4353,20,4,1860.11,0.2
10599,4353,83,2,2625.4,0.24
10600,4353,199,3,1451.29,0.28
10601,4354,148,2,483.33,0.01
10602,4354,108,3,1092.65,0.02
10603,4354,75,3,1832.08,0.04
10604,4355,28,3,2131.18,0.27
10605,4355,162,4,233.7,0.05
10606,4355,157,1,618.85,0.1
10607,4356,91,5,2553.54,0.03
10608,4356,100,5,2005.13,0.28
10609,4356,86,3,2031.03,0.16
10610,4356,146,4,2406.11,0.09
10611,4356,31,5,158.08,0.12
10612,4357,175,2,854.6,0.01
10613,4357,110,2,2137.48,0.03
10614,4357,69,2,884.11,0.04
10615,4357,118,3,2876.84,0.04
10616,4357,170,4,1334.78,0.01
10617,4357,181,1,1551.94,0.03
10618,4358,135,2,2204.33,0.01
10619,4358,99,3,3110.72,0.03
10620,4359,41,4,941.67,0.03
10621,4360,177,4,544.79,0.05
10622,4360,36,4,1414.06,0.07
10623,4360,2,2,2546.42,0.25
10624,4360,77,4,1535.09,0.02
10625,4361,94,2,2537.76,0.04
10626,4361,11,1,1407.31,0.03
10627,4361,16,5,403.15,0.01
10628,4361,87,3,1619.25,0.04
10629,4361,122,4,748.22,0.03
10630,4361,199,3,1995.52,0.01
10631,4362,85,3,3061.14,0.1
10632,4363,22,2,569.03,0.03
10633,4363,197,5,2832.52,0.03
10634,4364,194,1,669.4,0.27
10635,4365,26,5,2175.55,0.29
10636,4365,124,4,1561.16,0.29
10637,4366,158,2,1875.87,0.02
10638,4366,115,3,3377.94,0.02
10639,4366,187,3,797.9,0.0
10640,4367,89,5,1841.01,0.03
10641,4367,145,3,3154.2,0.04
10642,4367,150,4,2575.44,0.03
10643,4368,21,5,1153.43,0.0
10644,4368,82,1,3137.57,0.04
10645,4368,121,1,1322.85,0.01
10646,4368,163,4,756.94,0.01
10647,4369,127,1,1970.85,0.04
10648,4369,48,3,3122.63,0.01
10649,4370,180,1,3425.88,0.02
10650,4370,126,4,2236.91,0.02
10651,4370,181,5,1535.94,0.04
10652,4371,105,4,963.99,0.01
10653,4371,103,5,1799.98,0.03
10654,4372,126,1,2259.73,0.01
10655,4372,136,1,1370.32,0.05
10656,4372,91,3,2632.52,0.0
10657,4372,48,4,3028.0,0.04
10658,4373,127,1,1662.91,0.19
10659,4373,19,3,892.33,0.05
10660,4373,73,5,1052.47,0.3
10661,4373,48,2,2933.38,0.07
10662,4374,98,4,3147.02,0.0
10663,4374,165,3,1853.47,0.03
10664,4375,194,4,871.13,0.05
10665,4375,126,1,2168.43,0.05
10666,4375,1,3,1587.94,0.02
10667,4376,33,3,2217.74,0.02
10668,4377,179,4,411.38,0.05
10669,4377,81,4,1728.07,0.01
10670,4377,89,2,1518.36,0.2
10671,4378,127,4,1991.38,0.03
10672,4378,64,5,878.66,0.04
10673,4379,57,5,1337.08,0.29
10674,4379,87,5,1534.92,0.09
10675,4380,165,5,1872.57,0.02
10676,4381,165,2,1910.79,0.0
10677,4381,14,2,2381.66,0.01
10678,4381,131,2,3384.08,0.03
10679,4382,152,4,1717.21,
10680,4382,66,1,1020.45,0.03
10681,4382,54,3,3313.57,0.0
10682,4383,15,1,1157.17,0.19
10683,4384,56,4,2133.2,0.04
10684,4385,101,1,1764.39,0.04
10685,4386,166,4,1345.89,0.02
10686,4386,127,3,1950.32,0.05
10687,4387,140,3,885.96,0.05
10688,4388,125,5,329.86,0.0
10689,4389,116,3,1159.23,0.06
10690,4389,65,4,2626.33,0.02
10691,4390,94,4,1956.19,0.26
10692,4390,45,2,354.38,0.28
10693,4390,69,5,672.29,0.27
10694,4390,62,3,234.61,0.05
10695,4390,88,2,2508.47,0.14
10696,4391,80,4,1923.34,0.2
10697,4392,4,4,2739.33,0.21
10698,4392,187,5,702.15,0.12
10699,4392,104,3,1603.51,0.21
10700,4393,56,3,2199.86,0.01
10701,4394,58,2,1912.53,0.02
10702,4395,70,4,1000.27,0.15
10703,4396,40,5,468.64,0.01
10704,4396,97,2,1026.11,0.03
10705,4397,27,2,2291.88,0.02
10706,4398,34,2,1283.19,0.06
10707,4398,3,5,2016.35,0.17
10708,4399,191,2,1348.02,0.29
10709,4399,169,3,282.66,0.22
10710,4399,102,1,494.04,0.24
10711,4400,117,5,2347.34,0.03
10712,4401,76,2,505.18,0.23
10713,4401,117,5,1693.96,0.3
10714,4402,92,2,2046.19,0.0
10715,4402,66,5,1041.49,0.01
10716,4403,192,4,1616.84,0.04
10717,4403,55,2,2413.63,0.04
10718,4404,19,4,920.51,0.02
10719,4405,108,2,1059.2,0.05
10720,4406,122,5,740.51,0.04
10721,4407,169,2,260.91,0.28
10722,4407,55,1,2363.35,0.06
10723,4407,124,1,1627.12,0.26
10724,4408,168,2,880.9,0.14
10725,4408,174,4,885.25,0.26
10726,4408,1,5,1425.91,0.12
10727,4409,69,5,773.6,0.16
10728,4409,83,4,2936.31,0.15
10729,4409,148,2,454.04,0.07
10730,4410,33,1,2195.11,0.03
10731,4411,191,4,1784.7,0.06
10732,4411,14,2,2020.8,0.16
10733,4411,118,4,2487.27,0.17
10734,4411,102,2,526.54,0.19
10735,4411,170,1,1024.68,0.24
10736,4411,81,2,1291.69,0.26
10737,4412,41,4,970.79,0.0
10738,4412,114,3,881.44,0.0
10739,4412,119,4,1145.6,0.01
10740,4412,146,2,2644.08,0.0
10741,4413,106,2,1981.07,0.14
10742,4413,105,3,847.15,0.13
10743,4413,162,3,194.34,0.21
10744,4413,27,4,1870.92,0.2
10745,4413,126,3,1917.35,0.16
10746,4413,14,2,2261.38,0.06
10747,4414,111,2,2644.59,0.0
10748,4415,49,4,2012.69,0.04
10749,4415,122,3,740.51,0.04
10750,4415,169,4,358.76,0.01
10751,4415,147,5,2795.13,0.04
10752,4415,20,3,2208.88,0.05
10753,4415,46,2,441.22,0.02
10754,4416,20,4,1813.61,0.22
10755,4416,171,4,54.55,0.04
10756,4417,38,3,105.26,0.15
10757,4417,120,1,610.01,0.17
10758,4418,174,5,1172.36,0.02
10759,4418,143,3,1473.09,0.0
10760,4418,198,1,1476.59,0.04
10761,4419,12,1,2223.72,0.17
10762,4419,138,4,1689.62,0.02
10763,4420,170,4,1348.26,0.0
10764,4421,177,2,550.52,0.04
10765,4421,131,1,3488.74,0.0
10766,4421,69,1,884.11,0.04
10767,4422,129,5,2268.89,0.02
10768,4423,42,3,2638.07,0.08
10769,4423,87,2,1366.24,0.19
10770,4424,159,5,2580.25,0.24
10771,4424,49,1,1551.45,0.26
10772,4424,139,2,719.48,0.03
10773,4425,156,2,56.66,0.03
10774,4426,134,4,281.75,0.0
10775,4426,190,1,1998.59,0.01
10776,4426,184,5,3031.56,0.05
10777,4426,167,1,627.1,0.01
10778,4427,179,4,424.37,0.02
10779,4427,119,5,1110.88,0.04
10780,4427,147,2,2766.01,0.05
10781,4428,70,3,1117.95,0.05
10782,4428,9,5,2623.98,0.02
10783,4429,79,1,361.44,0.02
10784,4430,35,5,2833.92,0.02
10785,4430,26,3,2359.4,0.23
10786,4430,13,2,1659.08,0.16
10787,4430,2,4,2410.61,0.29
10788,4431,194,2,889.47,0.03
10789,4431,28,3,2773.46,0.05
10790,4431,17,2,3237.8,0.02
10791,4432,3,5,2307.87,0.05
10792,4432,174,1,1196.29,0.0
10793,4432,24,4,2883.1,0.02
10794,4432,97,1,1036.69,0.02
10795,4432,178,3,1736.27,0.03
10796,4433,150,3,2548.89,0.04
10797,4433,51,2,35.19,0.03
10798,4433,196,5,1041.94,0.02
10799,4434,74,4,2788.22,0.02
10800,4435,7,5,472.34,0.05
10801,4436,80,4,2235.88,0.07
10802,4436,78,3,2530.43,0.22
10803,4436,92,2,1657.41,0.19
10804,4436,96,5,1365.99,0.12
10805,4437,81,5,1361.51,0.22
10806,4437,5,5,1328.39,0.0
10807,4437,62,4,212.39,0.14
10808,4437,56,2,1799.88,0.19
10809,4438,43,4,1305.11,0.02
10810,4439,110,4,2137.48,0.03
10811,4439,146,1,2591.2,0.02
10812,4439,20,3,2208.88,0.05
10813,4439,194,2,916.98,0.0
10814,4439,186,3,2143.68,0.01
10815,4439,114,5,837.37,0.05
10816,4440,97,4,1004.96,0.05
10817,4440,51,4,35.92,0.01
10818,4440,23,4,984.21,0.04
10819,4440,177,4,556.26,0.03
10820,4440,147,1,2795.13,0.04
10821,4441,79,2,350.38,0.05
10822,4441,139,4,712.06,0.04
10823,4442,60,1,482.59,0.04
10824,4442,20,5,2232.13,0.04
10825,4442,3,5,2332.17,0.04
10826,4443,14,1,2357.61,0.02
10827,4444,199,4,1935.05,0.04
10828,4444,84,5,2001.11,0.03
10829,4445,70,1,1117.95,0.05
10830,4446,105,2,963.99,0.01
10831,4446,9,4,2570.43,0.04
10832,4446,13,1,1896.09,0.04
10833,4446,72,2,850.17,0.0
10834,4446,98,1,3084.08,0.02
10835,4447,109,5,2033.89,0.01
10836,4447,145,2,3285.62,0.0
10837,4448,157,1,653.23,0.05
10838,4448,95,2,2656.28,0.1
10839,4449,119,2,1110.88,0.04
10840,4449,182,3,1005.48,0.03
10841,4449,87,4,1652.99,0.02
10842,4449,112,5,446.86,0.02
10843,4449,2,3,3259.42,0.04
10844,4449,173,1,2503.93,0.01
10845,4450,160,1,2879.09,0.03
10846,4451,69,4,902.53,0.02
10847,4451,26,1,3002.87,
10848,4451,40,2,449.7,0.05
10849,4451,178,1,1736.27,0.03
10850,4451,156,3,57.83,0.01
10851,4451,98,3,3115.55,0.01
10852,4452,50,1,2911.23,0.02
10853,4453,92,2,2025.73,0.01
10854,4453,4,3,3398.15,0.02
10855,4453,165,2,1853.47,0.03
10856,4454,159,3,2953.7,0.13
10857,4455,9,3,2329.45,0.13
10858,4456,112,4,451.42,0.01
10859,4457,109,2,1992.8,0.03
10860,4457,154,1,974.48,0.03
10861,4458,55,3,2463.92,0.02
10862,4458,199,1,1955.21,0.03
10863,4459,164,2,1788.03,0.18
10864,4459,30,5,2527.36,0.22
10865,4459,7,2,367.93,0.26
10866,4460,26,1,3064.15,0.0
10867,4461,83,5,3247.21,0.06
10868,4461,164,2,1809.83,0.17
10869,4462,159,2,2478.39,0.27
10870,4462,43,2,1198.57,0.1
10871,4463,56,1,2066.53,0.07
10872,4463,84,4,1712.29,0.17
10873,4464,183,1,321.63,
10874,4464,61,5,401.34,0.04
10875,4465,85,1,3367.26,0.01
10876,4466,90,2,498.68,0.18
10877,4467,53,3,202.94,0.04
10878,4467,134,2,273.3,0.03
10879,4468,60,4,487.62,0.03
10880,4468,25,2,1239.32,0.02
10881,4469,161,4,2242.75,0.02
10882,4470,115,3,2929.85,0.15
10883,4471,54,2,3214.16,0.03
10884,4472,189,5,1456.53,0.29
10885,4472,120,5,514.47,0.3
10886,4473,3,5,2405.05,0.01
10887,4473,61,5,413.88,0.01
10888,4473,4,1,3328.8,0.04
10889,4474,139,3,585.97,0.21
10890,4474,64,2,869.51,0.05
10891,4475,22,5,569.03,0.03
10892,4475,119,4,1099.31,0.05
10893,4475,196,5,1052.57,0.01
10894,4476,92,1,2025.73,0.01
10895,4477,128,2,1044.19,0.22
10896,4477,158,5,1856.73,0.03
10897,4477,164,1,1569.97,0.28
10898,4478,28,4,2919.43,0.0
10899,4479,28,2,2861.04,0.02
10900,4480,172,3,2729.94,0.0
10901,4481,104,1,2029.76,0.0
10902,4481,194,1,889.47,0.03
10903,4481,15,3,1371.47,0.04
10904,4481,41,2,951.37,0.02
10905,4482,43,4,1318.42,0.01
10906,4483,142,5,3114.32,0.04
10907,4483,89,2,1822.03,0.04
10908,4483,125,3,326.56,0.01
10909,4484,32,3,366.15,0.01
10910,4485,99,3,2565.54,0.2
10911,4485,25,2,897.87,0.29
10912,4486,81,5,1693.16,0.03
10913,4486,119,3,1122.45,0.03
10914,4486,177,1,561.99,0.02
10915,4486,195,2,124.51,0.03
10916,4487,98,1,3115.55,0.01
10917,4488,40,1,454.44,0.04
10918,4488,139,5,726.9,0.02
10919,4489,87,4,1652.99,0.02
10920,4489,66,5,999.41,0.05
10921,4489,95,2,2862.88,0.03
10922,4489,86,1,2321.17,0.04
10923,4489,104,3,1948.57,0.04
10924,4489,168,1,1003.81,0.02
10925,4490,163,1,565.8,0.26
10926,4491,89,5,1841.01,0.03
10927,4492,60,5,462.48,0.08
10928,4492,161,2,2242.75,0.02
10929,4493,159,5,2478.39,0.27
10930,4493,55,3,2388.49,0.05
10931,4493,157,3,591.34,0.14
10932,4494,159,3,2614.2,0.23
10933,4494,181,4,1487.94,0.07
10934,4495,16,3,337.99,0.17
10935,4495,165,1,1719.71,0.1
10936,4495,52,4,881.67,0.25
10937,4496,138,5,1586.17,0.08
10938,4497,114,4,881.44,0.0
10939,4498,21,5,1118.83,0.03
10940,4498,117,4,2298.94,0.05
10941,4499,199,4,1713.33,0.15
10942,4499,180,1,2656.81,0.24
10943,4499,196,4,1052.57,0.01
10944,4500,57,2,1826.71,0.03
10945,4500,160,3,2938.45,0.01
10946,4500,51,5,34.83,0.04
10947,4500,103,2,1818.54,0.02
10948,4501,47,4,1160.2,0.25
10949,4501,190,3,1433.33,0.29
10950,4501,111,3,2115.67,0.2
10951,4501,142,5,2368.18,0.27
10952,4502,4,4,3294.12,0.05
10953,4503,74,1,2759.77,0.03
10954,4503,54,5,3147.89,0.05
10955,4504,11,4,1117.15,0.23
10956,4504,25,2,999.04,0.21
10957,4505,3,2,1870.59,0.23
10958,4506,39,4,132.06,0.27
10959,4506,59,2,490.65,0.24
10960,4506,116,5,986.58,0.2
10961,4506,130,3,505.64,0.22
10962,4506,13,3,1856.58,0.06
10963,4506,38,2,95.36,0.23
10964,4507,107,1,2189.53,0.25
10965,4508,86,5,2321.17,0.04
10966,4508,38,5,120.12,0.03
10967,4508,189,2,2030.94,0.01
10968,4509,163,5,749.3,0.02
10969,4509,51,5,35.55,0.02
10970,4509,65,2,2626.33,0.02
10971,4509,49,3,2012.69,0.04
10972,4510,136,4,1428.02,0.01
10973,4510,105,4,963.99,0.01
10974,4511,45,3,492.19,0.0
10975,4512,164,5,2158.71,0.01
10976,4512,43,4,1318.42,0.01
10977,4512,98,5,3084.08,0.02
10978,4512,121,2,1309.49,0.02
10979,4512,179,3,424.37,0.02
10980,4512,181,4,1551.94,0.03
10981,4513,112,2,414.94,0.09
10982,4513,24,4,2794.84,0.05
10983,4513,191,5,1841.66,0.03
10984,4514,72,4,807.66,0.05
10985,4514,71,3,681.49,0.02
10986,4514,80,4,2332.04,0.03
10987,4515,41,5,961.08,0.01
10988,4515,94,3,2511.32,0.05
10989,4515,5,1,1261.97,0.05
10990,4515,4,4,3328.8,0.04
10991,4515,30,5,3110.6,0.04
10992,4515,61,1,413.88,0.01
10993,4516,121,1,1282.76,0.04
10994,4516,52,1,1163.8,0.01
10995,4516,128,2,1285.16,0.04
10996,4517,8,3,1187.61,0.02
10997,4517,59,2,645.59,0.0
10998,4517,86,5,2393.71,0.01
10999,4517,76,2,629.84,0.04
11000,4518,87,5,1619.25,0.04
11001,4519,69,1,653.87,0.29
11002,4519,10,3,1378.09,0.12
11003,4520,134,5,273.3,0.03
11004,4521,151,2,527.64,0.27
11005,4521,32,2,284.78,0.23
11006,4522,33,3,2149.85,0.05
11007,4522,124,2,2198.81,0.0
11008,4522,101,5,1801.15,0.02
11009,4523,32,1,366.15,0.01
11010,4524,139,5,667.56,0.1
11011,4525,128,4,1325.32,0.01
11012,4525,109,3,1951.71,0.05
